X,Y,streamorde,IX,X_UTM,Y_UTM,flowacc_co,slp_deg_co,AngeloSage
446540,4399510,2,38294,446540.00000000000,4399510.00000000000,11611,25.21980000000,507.43800000000
446540,4399509,2,38294,446540.00000000000,4399509.00000000000,11612,26.50440000000,506.95600000000
446540,4399508,2,38294,446540.00000000000,4399508.00000000000,11613,24.43810000000,506.46100000000
446540,4399507,2,38294,446540.00000000000,4399507.00000000000,11614,23.29490000000,506.09900000000
446540,4399506,2,38294,446540.00000000000,4399506.00000000000,25570,26.95530000000,505.61700000000
446881,4399596,3,38366,446881.00000000000,4399596.00000000000,7852,8.57377000000,526.53600000000
446882,4399595,3,38366,446882.00000000000,4399595.00000000000,7888,11.03050000000,526.21100000000
446883,4399594,3,38366,446883.00000000000,4399594.00000000000,9306,7.96873000000,526.03300000000
446883,4399593,3,38366,446883.00000000000,4399593.00000000000,9354,8.24928000000,525.92600000000
446883,4399592,3,38366,446883.00000000000,4399592.00000000000,9357,10.89340000000,525.72500000000
446884,4399591,3,38366,446884.00000000000,4399591.00000000000,9397,15.47040000000,525.55200000000
446884,4399590,3,38366,446884.00000000000,4399590.00000000000,9428,13.13920000000,525.31400000000
446884,4399589,3,38366,446884.00000000000,4399589.00000000000,9434,10.53950000000,525.15400000000
446884,4399588,3,38366,446884.00000000000,4399588.00000000000,9508,10.01560000000,524.93000000000
